track_id,track_name,peak_date,streams
2ksOAxtIxY8yElEWw8RhgK,china,2019-08-02,673156517
5W83ErFkO3aKAIS1WMi6u0,secreto,2019-02-16,419993380
3f5lA8nnc4YYF1qf78WpHw,ella quiere beber - remix,2018-12-31,370816648
4lzxJ4jCuFDXXGkE1LmpKR,verte ir,2019-05-17,325764474
3jbT1Y5MoPwEIpZndDDwVq,adicto,2019-09-27,322741925
6SIrNxmmdbv1KUbFBu1PaN,bebe,2018-11-28,309860619
4bTZeO72FwMa6wKOiqoynL,otro trago - remix,2019-07-26,297152217
1LiN0Z98FkR1t0m8KmLcAH,amanece,2019-02-08,290952939
5q2JbCNi4FcnglgPfxcV65,sola (remix),2017-04-29,276308398
6MJUCumnQsQEKbCy28tbCP,adictiva,2019-01-19,245617205
2pWOMNQJW3g2zmGjP0Vkb0,whine up,2019-12-31,192898557
6q8Lb50EtqNeeJXXe8mMAH,culpables,2018-11-02,185525833
7dNwJbsT0sg1le5kVugGJb,bubalu,2018-12-15,184603894
3rPAD722s5FFNnwjC91t7Z,quiere beber,2018-10-26,178834320
37zdqI4r1gswIzczSBkRon,aventura,2019-11-22,164530633
6XBjCetHKdO5L9cwMDVffw,hipócrita,2018-10-05,154355536
5Xhqh4lwJPtMUTsdBztN1a,me gusta,2020-01-17,136601738
7mWFF4gPADjTQjC97CgFVt,baila baila baila - remix,2019-05-10,129498822
59PYgzOiOjGDzjDT5N5oOX,asesina - remix,2018-11-09,120995332
5eEQCfq7MXQr6aHLNRUZLs,keii,2020-02-14,117774787
4fj7e6Tc48Bmomwyz2Z2XC,te quemaste,2019-10-31,109599618
0LQ1J0BCzA2qnAgp9MkkNE,mala,2018-11-28,108607198
3T5QSIgoaPIh07SwixRDp7,a solas - remix,2019-03-22,81890416
3qM0vBxIe4VUbK0Z0smuVP,medusa,2020-02-14,75248773
0A37XY67wSdGqkGjtfW6aV,fantasias - remix,2020-03-13,59507979
498YWgZPJWIA4lphXtCNma,la ocasion,2016-10-08,56719051
3TqLIW3qd4qFYkfYsBjVN6,delincuente,2019-05-17,54362622
1mohfLaTJtB2RplHLQVM70,la jeepeta - remix,2020-06-13,43291780
0stKSegkdrfLTDvm5sIO38,no te veo - remix,2019-06-21,42129613
1xznGGDReH1oQq0xzbwXa3,one dance,2016-05-20,1565863432
2XW4DbS6NddZxRPm5rMCeY,god s plan,2018-01-26,1449517630
2G7V7zsVDxg1yRsu7Ew9RJ,in my feelings,2018-07-20,855700970
116H0KvKr2Zl4RPuVBruDO,mia,2018-10-12,719347831
1cTZMwcBJT0Ka3UJPXOeeN,nice for what,2018-04-13,668155665
14WWzenpaEgQZlqPq2nk4v,work,2016-02-27,653892172
6nmz4imkDcmtwMjocAzFSx,hotline bling,2015-10-31,598802339
4qKcDkK6siZ7Jp1Jb4m0aL,look alive,2018-03-16,586887330
2IRZnDFmlqMuOrYOLnZZyc,going bad,2018-12-05,577387429
11KJSRSgaDxqydKYiD2Jew,too good,2016-08-05,548427652
6NMNgWgEAzde5M8U3lc6FN,fake love,2016-10-28,523119401
7hDc8b7IXETo14hHIHdnhd,passionfruit,2017-03-21,513021733
0TlLq3lA83rQOYtrqBqSct,nonstop,2018-06-29,506992496
5ry2OE6R2zPQFDO85XkgRb,money in the grave (drake ft. rick ross),2019-06-21,494468660
6XHVuErjQ4XNm6nDPVCxVX,no guidance,2019-06-14,415380878
4iiWcajF1fEUpwcUewc464,life is good,2020-01-14,414924700
6vN77lE9LK6HP2DewaN6HZ,yes indeed,2018-05-18,410819920
27GmP9AWRs744SzKcpJsTZ,jumpman,2015-10-23,377446605
4CpKEkdGbOJV51cSvx7SoG,controlla,2016-05-20,370100290
466cKvZn1j45IpxDdYZqdA,toosie slide,2020-05-01,358127005
6n4U3TlzUGhdSFbUUhTvLP,walk it talk it,2018-01-26,291448319
6G8kHiVZ1jW7vHMPVRNZU0,don’t matter to me,2018-06-29,219966105
2bjwRfXMk4uRgOD9IBYl9h,portland,2017-03-20,218636166
04MLEeAMuV9IlHEsD8vF6A,no stylist,2018-09-21,198354183
3qN5qMTKyEEmiTZD38BNTT,i m upset,2018-06-29,191914577
7nBFpFa8ZFMUqzwPmWaD6u,"hold on, we re going home",2016-05-19,186091659
5EnYT6F7wEcdege6mDHEfO,signs,2017-06-30,152892368
1snt6FNtZASSQrJuS9serg,pop style,2016-05-18,148915067
1wZqJM5FGDEl3FjHDxDyQd,come and see me,2016-08-17,136766793
6UjfByV1lDLW0SOVQA4NAi,gyalchester,2017-03-20,134557433
0e7ipj03S05BNilyu5bRzt,rockstar,2017-09-29,1917324408
3KkXRkHbMCARz0aVfEt68P,sunflower - spider-man: into the spider-verse,2019-01-18,1492056721
7dt6x5M1jzdTEt8oCbisTK,better now,2018-04-30,1215098589
3a1lNhkSLSkpJE4MSHpDu9,congratulations,2017-06-09,1055309074
21jGcNKet2qwijlDFuPiPb,circles,2019-09-06,951911184
6MWtB6iiXyIwun0YzU6DFP,wow.,2019-02-01,928556109
3swc6WTsr7rl9DqQKQA55C,psycho,2018-02-26,926198416
75ZvA4QfFiZvzhj2xkaWAh,i fall apart,2017-10-27,899370263
6vBdBCoOhKHiYDDOcorfNo,goodbyes (feat. young thug),2019-09-06,647216687
42CeaId2XNlxugDvyqHfDf,candy paint,2018-04-27,466369436
6eT7xZZlB2mwyzJ2sUKG6w,white iverson,2016-01-22,453277185
4kWO6O1BUXcZmaxitpVUwp,jackie chan,2018-07-13,406003254
5yuShbu70mtHXY0yLzCQLQ,go flex,2017-10-13,293609839
7CZyCXKG6d5ALeq41sLzbw,take what you want,2019-09-06,237007650
6IaieqiCVvsNvEt6Y7yOFa,ball for me,2018-04-27,174567655
0Xek5rqai2jcOWCYWJfVCF,enemies,2019-09-06,173024989
05mDaV9Vb3wrzjF6OPZnhq,saint-tropez,2019-09-06,166242848
3fpVWegR6YOS1Yk5HSMYIq,paranoid,2018-04-27,142895894
7sWRlDoTDX8geTR8zzr2vt,hollywood s bleeding,2019-09-06,136266745
4H7WNRErSbONkM06blBoGc,stay,2018-04-27,124935100
5VuxWXbt7XENQCtE9TzpTv,spoil my night,2018-04-27,111732802
2VdT56BGpdqNHUgOe1j5vc,rich & sad,2018-04-27,108754606
2ZlCGeK30BLRNSPC832pNZ,forever,2020-02-14,86594992
